index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2021;164;8.1;111;67.7;36;21.8;1.08;33.3;0.95;55.7;4.7;8.2;5.4;FI4000123195;ENENTO:FI
2012;17;4.7;11;68.7;5;28.2;0.10;-37.5;0.12;-;4.2;4.7;4.6;FI0009009617;EQV1V:FI
2013;19;15.4;12;65.1;5;25.8;0.09;-10.0;0.12;-;4.3;4.8;4.7;FI0009009617;EQV1V:FI
2014;24;25.6;15;61.8;8;34.7;0.19;111.1;0.15;25.0;8.6;9.5;9.5;FI0009009617;EQV1V:FI
2015;31;28.2;20;65.0;13;43.0;0.28;47.4;0.50;233.3;12.5;14.2;14.2;FI0009009617;EQV1V:FI
2016;36;15.9;24;67.2;16;45.5;0.33;17.9;0.20;-60.0;16.3;19.1;19.1;FI0009009617;EQV1V:FI
2017;41;15.2;28;68.2;20;49.0;0.40;21.2;0.35;75.0;20.8;25.0;25.0;FI0009009617;EQV1V:FI
2018;46;11.6;31;67.2;22;49.0;0.45;12.5;0.07;-80.0;23.0;28.5;28.5;FI0009009617;EQV1V:FI
2019;52;12.9;35;67.4;26;50.9;0.51;13.3;0.47;571.4;25.7;33.0;32.5;FI0009009617;EQV1V:FI
2020;57;11.1;39;67.6;31;53.6;0.60;17.6;0.55;17.0;27.8;37.1;36.2;FI0009009617;EQV1V:FI
2021;75;31.3;52;69.6;48;63.2;0.93;55.0;0.70;27.3;37.6;51.6;51.1;FI0009009617;EQV1V:FI
2012;134;12.6;124;91.9;9;6.4;0.28;45.3;0.10;-;8.1;25.7;13.8;FI0009008650;ETTE:FI
2013;129;-4.3;117;91.0;6;4.3;0.21;-24.3;0.14;50.5;5.7;17.1;9.7;FI0009008650;ETTE:FI
2014;132;2.5;122;92.8;7;5.0;0.29;36.4;0.11;-26.6;7.9;21.9;13.0;FI0009008650;ETTE:FI
2015;141;7.0;133;94.4;9;6.1;0.28;-1.8;0.14;36.2;7.3;19.3;11.8;FI0009008650;ETTE:FI
2016;184;30.3;170;92.4;10;5.4;0.33;17.9;0.14;-;6.6;17.0;10.4;FI0009008650;ETTE:FI
2017;215;16.8;194;90.5;15;7.1;0.47;42.4;0.16;11.9;8.2;20.7;12.9;FI0009008650;ETTE:FI
2018;236;10.1;215;90.8;19;8.1;0.62;31.9;0.23;43.8;10.0;24.4;15.7;FI0009008650;ETTE:FI
2019;263;11.3;237;89.9;21;8.0;0.70;12.9;0.30;30.4;9.6;24.1;15.2;FI0009008650;ETTE:FI
2020;260;-1.4;236;91.0;21;7.9;0.69;-1.4;0.35;16.7;8.1;20.8;13.0;FI0009008650;ETTE:FI
2021;300;15.6;268;89.4;26;8.6;0.80;15.9;0.34;-2.9;8.5;21.6;13.4;FI0009008650;ETTE:FI
2012;2449;8.5;416;17.0;35;1.4;0.00;101.4;-;-;0.5;1.3;1.1;FI0009003230;FIA1S:FI
2013;2400;-2.0;364;15.1;1;0.0;0.02;900.0;0.02;-;1.1;3.2;2.1;FI0009003230;FIA1S:FI
2014;2285;-4.8;297;13.0;-36;-1.6;-0.13;-755.0;-;-100.0;-4.1;-13.9;-7.6;FI0009003230;FIA1S:FI
2015;2255;-1.3;308;13.7;-10;-0.4;0.11;180.2;-;-;4.5;14.4;9.0;FI0009003230;FIA1S:FI
2016;2317;2.8;405;17.5;41;1.8;0.10;-3.8;-;-;3.7;10.7;6.5;FI0009003230;FIA1S:FI
2017;2568;10.9;464;18.1;170;6.6;0.23;124.8;0.02;-;5.3;18.6;8.0;FI0009003230;FIA1S:FI
2018;2836;10.4;435;15.3;218;7.7;0.13;-43.2;0.06;205.6;2.6;10.8;3.9;FI0009003230;FIA1S:FI
2019;3098;9.2;502;16.2;163;5.3;0.09;-30.2;0.05;-9.1;1.9;7.9;3.0;FI0009003230;FIA1S:FI
2020;829;-73.2;-472;-56.9;-465;-56.0;-0.51;-666.7;-;-100.0;-13.9;-56.2;-19.6;FI0009003230;FIA1S:FI
2021;838;1.1;-355;-42.3;-454;-54.2;-0.34;33.3;-;-;-12.1;-67.7;-15.4;FI0009003230;FIA1S:FI
2019;95;-;87;91.6;37;39.0;0.16;-;;;-;-;-;N/A;FSECURE:FI
2020;100;5.5;92;92.0;45;44.6;0.20;19.5;;;97.3;619.7;605.8;N/A;FSECURE:FI
2021;106;6.2;97;91.6;40;37.7;0.18;-8.2;;;84.0;343.0;338.6;N/A;FSECURE:FI
2014;-;-;-;-;-;-;-;-;-;-;-;-;-;FI4000283130;GOFORE:FI
2015;12;-;5;38.0;2;12.5;0.10;-;-;-;26.8;57.3;52.9;FI4000283130;GOFORE:FI
2016;23;83.8;7;30.9;3;11.3;0.15;55.8;-;-;29.9;57.5;55.8;FI4000283130;GOFORE:FI
2017;34;48.7;12;34.4;5;15.8;0.28;89.2;-;-;18.0;30.3;24.8;FI4000283130;GOFORE:FI
2018;51;49.0;16;31.9;6;12.0;0.36;28.6;0.15;-;13.8;23.8;18.5;FI4000283130;GOFORE:FI
2019;64;26.7;22;34.3;7;11.0;0.37;2.8;0.19;26.7;10.6;18.7;14.5;FI4000283130;GOFORE:FI
2020;78;21.7;28;35.4;9;11.6;0.49;32.4;0.20;5.3;10.1;20.1;15.0;FI4000283130;GOFORE:FI
2021;105;34.1;36;34.8;12;11.9;0.61;24.5;0.24;20.0;9.9;18.4;14.4;FI4000283130;GOFORE:FI
2014;-;-;-;-;-;-;-;-;-;-;-;-;-;FI4000306873;HARVIA:FI
2015;46;-;19;41.1;11;22.9;0.40;-;-;-;3.8;34.3;4.1;FI4000306873;HARVIA:FI
2016;50;7.9;19;38.8;10;19.4;0.35;-12.7;-;-;3.2;22.1;3.5;FI4000306873;HARVIA:FI
2017;60;20.0;23;38.0;9;15.4;0.30;-13.0;-;-;2.6;16.1;2.9;FI4000306873;HARVIA:FI
2018;62;3.0;23;37.2;9;15.1;0.41;36.7;0.18;-;5.9;15.9;6.6;FI4000306873;HARVIA:FI
2019;74;19.6;30;40.1;13;18.0;0.51;24.4;0.18;-;8.0;14.3;9.1;FI4000306873;HARVIA:FI
2020;109;47.3;67;61.5;22;20.5;0.82;60.8;0.38;111.1;10.8;22.5;13.0;FI4000306873;HARVIA:FI
2021;179;64.2;109;60.9;47;26.0;1.79;118.3;0.20;-47.4;18.3;44.0;24.4;FI4000306873;HARVIA:FI
2012;2503;0.5;659;26.3;-2;-0.1;0.30;66.7;0.17;-22.7;1.4;4.0;1.8;FI0009006308;HKSAV:FI
2013;2113;-15.6;583;27.6;-18;-0.9;0.16;-46.7;0.10;-41.2;0.8;2.1;1.0;FI0009006308;HKSAV:FI
2014;1989;-5.9;579;29.1;-8;-0.4;1.05;556.3;0.10;-;5.8;13.3;7.9;FI0009006308;HKSAV:FI
2015;1917;-3.6;572;29.9;15;0.8;0.01;-99.0;0.10;-;0.0;0.1;0.0;FI0009006308;HKSAV:FI
2016;1873;-2.3;567;30.3;8;0.4;-0.10;-1,100.0;0.14;40.0;-0.6;-1.3;-0.9;FI0009006308;HKSAV:FI
2017;1808;-3.5;537;29.7;-29;-1.6;-0.79;-690.0;0.16;14.3;-4.7;-11.2;-7.1;FI0009006308;HKSAV:FI
2018;1715;-5.1;504;29.4;-49;-2.9;-1.00;-26.6;0.09;-43.8;-5.5;-15.7;-8.0;FI0009006308;HKSAV:FI
2019;1744;1.7;535;30.7;-11;-0.7;-0.52;48.0;-;-100.0;-4.2;-12.3;-5.9;FI0009006308;HKSAV:FI
2020;1781;2.1;566;31.8;13;0.7;-0.01;98.1;-;-;0.1;0.4;0.2;FI0009006308;HKSAV:FI
2021;1815;1.9;595;32.8;12;0.7;-0.06;-500.0;0.03;-;-0.5;-1.4;-0.7;FI0009006308;HKSAV:FI
2012;64;-6.9;19;29.9;-1;-1.7;-1.28;-19.0;;;-14.4;580.7;-23.1;FI0009006407;ICP1V:FI
2013;26;-59.8;7;27.2;-6;-22.3;-0.77;40.0;;;-37.8;689.6;-61.6;FI0009006407;ICP1V:FI
2014;19;-28.2;6;30.7;1;4.6;0.03;103.8;;;3.6;55.9;5.2;FI0009006407;ICP1V:FI
2015;31;65.2;10;31.4;4;12.1;0.09;206.9;;;12.4;56.9;24.5;FI0009006407;ICP1V:FI
2016;39;26.4;10;26.1;4;9.7;0.08;-5.6;;;10.8;31.3;19.7;FI0009006407;ICP1V:FI
2017;49;25.7;12;24.9;5;9.4;0.12;47.6;;;13.7;34.2;18.7;FI0009006407;ICP1V:FI
2018;59;21.5;16;27.3;9;14.6;0.23;85.5;;;20.6;44.7;29.7;FI0009006407;ICP1V:FI
2019;71;20.5;20;27.6;10;14.2;0.29;25.2;;;18.3;33.4;25.0;FI0009006407;ICP1V:FI
2020;106;49.9;34;31.6;13;11.8;0.40;40.3;;;16.3;30.5;24.5;FI0009006407;ICP1V:FI
2021;170;59.4;53;31.2;26;15.3;0.72;77.7;;;20.5;41.5;35.2;FI0009006407;ICP1V:FI
2014;215;-;26;12.0;10;4.8;0.18;-;-;-;-;-;-;FI4000206750;KAMUX:FI
2015;310;44.2;38;12.2;16;5.0;0.29;65.1;-;-;23.3;67.7;29.1;FI4000206750;KAMUX:FI
2016;405;30.6;48;11.9;16;3.9;0.29;0.3;-;-;16.0;43.7;20.5;FI4000206750;KAMUX:FI
2017;455;12.4;53;11.7;16;3.5;0.30;3.4;-;-;12.9;26.6;16.1;FI4000206750;KAMUX:FI
2018;528;16.1;64;12.1;19;3.6;0.37;23.3;0.12;-;13.4;22.8;16.6;FI4000206750;KAMUX:FI
2019;659;24.8;79;12.0;25;3.7;0.48;29.7;0.16;33.3;12.8;25.2;16.4;FI4000206750;KAMUX:FI
2020;724;9.9;90;12.5;30;4.1;0.58;20.8;0.23;43.8;12.5;26.3;16.0;FI4000206750;KAMUX:FI
2021;937;29.5;100;10.7;27;2.8;0.49;-15.5;0.24;4.3;9.4;19.5;12.3;FI4000206750;KAMUX:FI
2012;674;3.4;71;10.6;44;6.5;0.89;102.3;0.55;-;7.1;15.3;10.1;FI0009010854;LAT1V:FI
2013;668;-0.9;71;10.6;45;6.7;0.57;-36.0;0.35;-36.4;4.5;10.0;6.7;FI0009010854;LAT1V:FI
2014;640;-4.3;78;12.2;48;7.6;0.47;-17.5;0.50;42.9;3.8;8.7;5.7;FI0009010854;LAT1V:FI
2015;646;1.0;74;11.5;50;7.7;0.98;108.5;0.75;50.0;8.2;18.1;12.4;FI0009010854;LAT1V:FI
2016;662;2.4;457;69.0;48;7.3;1.13;15.3;0.85;13.3;9.4;20.0;14.5;FI0009010854;LAT1V:FI
2017;710;7.2;477;67.2;42;5.9;0.87;-23.0;0.92;8.2;6.5;15.2;10.0;FI0009010854;LAT1V:FI
2018;802;13.1;518;64.5;45;5.6;0.89;2.3;0.92;-;6.0;16.0;9.2;FI0009010854;LAT1V:FI
2019;784;-2.2;514;65.6;37;4.7;0.90;1.1;0.92;-;6.1;16.8;9.6;FI0009010854;LAT1V:FI
2020;752;-4.1;497;66.1;30;3.9;0.50;-44.4;0.92;-;3.2;9.7;5.2;FI0009010854;LAT1V:FI
2021;813;8.1;530;65.2;38;4.7;0.90;80.0;0.40;-56.5;5.6;17.1;9.2;FI0009010854;LAT1V:FI
2012;88;14.2;57;64.2;2;2.2;0.03;-60.0;0.11;-;2.1;3.5;2.7;FI0009007660;MEKKO:FI
2013;94;6.3;61;64.9;1;0.6;-0.02;-185.7;0.05;-54.5;-1.8;-3.4;-2.4;FI0009007660;MEKKO:FI
2014;94;0.2;61;64.5;5;5.3;0.10;525.0;0.05;-;8.6;14.7;11.0;FI0009007660;MEKKO:FI
2015;96;1.6;61;63.6;1;1.0;0.02;-80.4;0.07;40.0;1.7;2.9;2.3;FI0009007660;MEKKO:FI
2016;100;4.1;62;62.6;5;4.9;0.10;400.0;0.07;-;8.5;14.5;11.8;FI0009007660;MEKKO:FI
2017;102;2.7;65;63.7;8;7.9;0.14;40.0;0.08;14.3;11.8;19.2;16.7;FI0009007660;MEKKO:FI
2018;112;9.3;71;63.4;11;10.2;0.34;142.9;0.10;25.0;26.3;38.8;37.0;FI0009007660;MEKKO:FI
2019;125;12.1;80;64.2;17;13.5;0.32;-5.3;0.12;20.0;16.9;33.0;24.7;FI0009007660;MEKKO:FI
2020;124;-1.5;75;60.7;18;14.7;0.33;1.9;-;-100.0;12.6;29.0;18.3;FI0009007660;MEKKO:FI
2021;152;23.2;94;61.7;31;20.5;0.60;83.5;0.18;-;19.7;39.8;28.0;FI0009007660;MEKKO:FI
2016;-;-;-;-;-;-;-;-;;;-;-;-;FI4000410758;MUSTI:FI
2017;170;-;56;32.9;6;3.7;0.00;-;;;0.1;0.2;0.1;FI4000410758;MUSTI:FI
2018;216;27.5;62;28.7;1;0.6;-0.20;-5,075.0;;;-2.4;-7.3;-3.1;FI4000410758;MUSTI:FI
2019;247;14.1;74;29.9;12;4.9;0.07;134.7;;;1.1;3.1;1.4;FI4000410758;MUSTI:FI
2020;284;15.3;125;43.8;19;6.8;0.37;436.2;;;4.0;9.3;5.0;FI4000410758;MUSTI:FI
2021;341;19.9;156;45.7;28;8.2;0.62;67.6;;;6.4;13.5;8.1;FI4000410758;MUSTI:FI
2012;61;-;29;47.6;5;9.0;0.31;-;-;-;-;-;-;FI4000064332;NOHO:FI
2013;65;7.0;30;46.7;4;5.8;0.24;-22.6;-;-;5.8;12.2;8.0;FI4000064332;NOHO:FI
2014;87;33.2;42;48.4;4;5.2;0.22;-8.3;0.09;-;5.2;10.2;6.5;FI4000064332;NOHO:FI
2015;114;31.1;56;49.2;7;6.2;0.31;40.9;0.22;144.4;5.8;12.7;7.1;FI4000064332;NOHO:FI
2016;130;14.5;63;48.5;7;5.6;0.35;12.9;0.27;22.7;6.0;13.4;7.2;FI4000064332;NOHO:FI
2017;186;42.9;67;36.1;10;5.3;0.30;-14.3;0.30;11.1;4.4;11.1;5.8;FI4000064332;NOHO:FI
2018;210;12.8;109;52.1;14;6.5;0.26;-13.3;0.33;10.0;2.1;7.5;3.1;FI4000064332;NOHO:FI
2019;273;30.1;135;49.5;29;10.6;2.34;800.0;0.34;3.0;11.9;43.5;15.6;FI4000064332;NOHO:FI
2020;157;-42.5;51;32.7;-24;-15.3;-1.44;-161.5;-;-100.0;-5.8;-24.6;-7.0;FI4000064332;NOHO:FI
2021;186;18.7;70;37.4;0;0.3;-0.55;61.8;-;-;-2.3;-14.1;-2.8;FI4000064332;NOHO:FI
2012;2474;15.3;357;14.4;25;1.0;0.11;168.8;0.05;-;1.3;5.4;4.3;FI0009014344;OKDAV:FI
2013;1620;-34.5;300;18.5;29;1.8;0.04;-63.6;0.05;-;0.4;2.0;1.3;FI0009014344;OKDAV:FI
2014;1612;-0.5;324;20.1;54;3.4;-1.33;-3,425.0;-;-100.0;-17.9;-109.0;-51.1;FI0009014344;OKDAV:FI
2015;1626;0.9;328;20.2;59;3.6;0.25;118.8;-;-;4.9;29.1;15.4;FI0009014344;OKDAV:FI
2016;1589;-2.3;340;21.4;57;3.6;0.24;-4.0;0.13;-;4.6;21.4;14.0;FI0009014344;OKDAV:FI
2017;1528;-3.8;354;23.1;39;2.5;0.14;-41.7;0.14;7.7;2.8;13.1;8.4;FI0009014344;OKDAV:FI
2018;1552;1.6;346;22.3;29;1.9;0.06;-57.1;0.09;-35.7;1.2;5.8;3.6;FI0009014344;OKDAV:FI
2019;1721;10.9;357;20.7;15;0.9;0.04;-33.3;0.09;-;0.8;4.8;2.6;FI0009014344;OKDAV:FI
2020;1801;4.6;362;20.1;20;1.1;0.06;50.0;0.09;-;1.0;6.9;3.0;FI0009014344;OKDAV:FI
2021;1882;4.5;384;20.4;20;1.1;0.06;-;0.03;-66.7;1.0;5.8;2.8;FI0009014344;OKDAV:FI
2012;2474;15.3;357;14.4;25;1.0;0.11;168.8;0.05;-;1.3;5.4;4.3;FI0009014351;OKDBV:FI
2013;1620;-34.5;300;18.5;29;1.8;0.04;-63.6;0.05;-;0.4;2.0;1.3;FI0009014351;OKDBV:FI
2014;1612;-0.5;324;20.1;54;3.4;-1.33;-3,425.0;-;-100.0;-17.9;-109.0;-51.1;FI0009014351;OKDBV:FI
2015;1626;0.9;328;20.2;59;3.6;0.25;118.8;-;-;4.9;29.1;15.4;FI0009014351;OKDBV:FI
2016;1589;-2.3;340;21.4;57;3.6;0.24;-4.0;0.13;-;4.6;21.4;14.0;FI0009014351;OKDBV:FI
2017;1528;-3.8;354;23.1;39;2.5;0.14;-41.7;0.14;7.7;2.8;13.1;8.4;FI0009014351;OKDBV:FI
2018;1552;1.6;346;22.3;29;1.9;0.06;-57.1;0.09;-35.7;1.2;5.8;3.6;FI0009014351;OKDBV:FI
2019;1721;10.9;357;20.7;15;0.9;0.04;-33.3;0.09;-;0.8;4.8;2.6;FI0009014351;OKDBV:FI
2020;1801;4.6;362;20.1;20;1.1;0.06;50.0;0.09;-;1.0;6.9;3.0;FI0009014351;OKDBV:FI
2021;1882;4.5;384;20.4;20;1.1;0.06;-;0.03;-66.7;1.0;5.8;2.8;FI0009014351;OKDBV:FI
2012;305;6.9;164;53.8;31;10.0;1.24;90.8;0.50;-;9.8;18.6;13.0;FI0009900401;OLVAS:FI
2013;327;7.3;174;53.2;44;13.3;1.61;29.8;0.50;-;11.9;21.0;15.5;FI0009900401;OLVAS:FI
2014;321;-2.0;170;52.9;41;12.8;1.57;-2.5;0.65;30.0;10.3;17.9;13.5;FI0009900401;OLVAS:FI
2015;310;-3.2;166;53.3;38;12.2;1.08;-31.2;0.65;-;6.9;11.8;9.1;FI0009900401;OLVAS:FI
2016;321;3.3;169;52.6;40;12.5;1.57;45.4;0.70;7.7;10.1;16.7;14.1;FI0009900401;OLVAS:FI
2017;345;7.6;182;52.7;45;12.9;1.73;10.2;0.75;7.1;10.8;17.1;15.6;FI0009900401;OLVAS:FI
2018;384;11.3;193;50.3;50;13.0;1.97;13.9;0.80;6.7;11.6;18.0;17.2;FI0009900401;OLVAS:FI
2019;409;6.4;209;51.0;53;13.0;2.02;2.5;0.90;12.5;10.9;16.7;16.3;FI0009900401;OLVAS:FI
2020;415;1.5;178;42.9;56;13.6;1.96;-3.0;1.00;11.1;9.9;15.2;14.9;FI0009900401;OLVAS:FI
2021;462;11.4;193;41.7;60;12.9;2.31;17.9;1.10;10.0;10.5;16.9;16.6;FI0009900401;OLVAS:FI
2012;47;-;36;76.5;4;7.4;0.12;-;-;-;-;-;-;FI4000092556;PIHLIS:FI
2013;104;120.7;72;69.3;7;6.9;0.35;191.7;-;-;4.4;12.9;12.6;FI4000092556;PIHLIS:FI
2014;149;42.6;90;60.6;8;5.2;0.11;-68.6;-;-;1.2;6.0;2.3;FI4000092556;PIHLIS:FI
2015;213;43.3;131;61.6;4;1.9;0.03;-72.7;-;-;0.3;0.9;0.4;FI4000092556;PIHLIS:FI
2016;399;87.1;231;57.9;14;3.6;0.39;1,200.0;0.02;-;4.0;8.3;5.7;FI4000092556;PIHLIS:FI
2017;424;6.2;248;58.6;18;4.2;0.46;17.9;0.15;650.0;4.0;9.2;5.8;FI4000092556;PIHLIS:FI
2018;488;15.0;299;61.2;12;2.4;0.16;-65.2;0.16;6.7;1.0;2.9;1.3;FI4000092556;PIHLIS:FI
2019;519;6.3;318;61.4;10;1.8;0.15;-6.3;0.10;-37.5;0.8;2.8;1.0;FI4000092556;PIHLIS:FI
2020;509;-1.9;311;61.1;17;3.4;0.38;153.3;-;-100.0;2.0;7.9;2.8;FI4000092556;PIHLIS:FI
2021;578;13.6;368;63.7;27;4.7;0.89;134.2;0.20;-;4.5;17.0;6.5;FI4000092556;PIHLIS:FI
2012;315;-4.1;111;35.2;24;7.7;0.44;-6.4;0.35;-;7.8;17.4;10.9;FI0009005078;PON1V:FI
2013;313;-0.6;109;34.7;22;7.1;0.31;-29.5;0.25;-28.6;4.9;12.2;6.9;FI0009005078;PON1V:FI
2014;391;24.9;143;36.6;41;10.6;1.07;245.2;0.30;20.0;15.2;38.8;22.5;FI0009005078;PON1V:FI
2015;462;18.2;172;37.2;56;12.0;1.48;38.3;0.45;50.0;17.4;40.5;26.0;FI0009005078;PON1V:FI
2016;517;12.0;184;35.5;55;10.6;1.63;10.1;0.55;22.2;16.1;34.2;23.5;FI0009005078;PON1V:FI
2017;577;11.4;209;36.2;67;11.7;1.60;-1.8;0.60;9.1;13.8;27.4;19.7;FI0009005078;PON1V:FI
2018;612;6.2;215;35.1;60;9.8;1.56;-2.5;0.75;25.0;12.1;23.2;17.0;FI0009005078;PON1V:FI
2019;667;9.0;236;35.3;66;9.9;1.86;19.2;0.80;6.7;12.9;24.1;17.9;FI0009005078;PON1V:FI
2020;637;-4.6;212;33.3;55;8.6;1.15;-38.2;0.30;-62.5;7.2;13.3;9.5;FI0009005078;PON1V:FI
2021;750;17.8;263;35.1;73;9.7;1.97;71.3;0.60;100.0;11.2;19.9;15.4;FI0009005078;PON1V:FI
2017;-;-;-;-;-;-;-;-;;;-;-;-;FI4000507488;PURMO:FI
2018;-;-;-;-;-;-;-;-;;;-;-;-;FI4000507488;PURMO:FI
2019;-;-;-;-;-0;-;-;-;;;-40.0;-40.0;-40.0;FI4000507488;PURMO:FI
2020;671;-;173;25.7;54;8.0;2.02;-;;;6.0;9.6;7.7;FI4000507488;PURMO:FI
2021;844;25.7;198;23.5;72;8.5;-0.65;-132.2;;;-2.0;-4.1;-2.6;FI4000507488;PURMO:FI
2019;136;-;47;34.6;18;13.1;0.13;-;;;-;-;-;FI4000507124;PUUILO:FI
2020;170;25.1;60;35.3;23;13.4;0.19;46.2;;;10.2;43.3;12.3;FI4000507124;PUUILO:FI
2021;239;40.0;87;36.5;41;17.3;0.36;88.9;;;17.5;155.2;22.2;FI4000507124;PUUILO:FI
2022;270;13.2;100;36.8;44;16.4;0.38;5.8;;;16.5;85.4;20.8;FI4000507124;PUUILO:FI
2012;584;5.7;95;16.3;32;5.4;0.08;-52.9;0.11;10.0;2.2;3.6;2.8;FI0009002943;RAIVV:FI
2013;558;-4.5;101;18.1;34;6.0;0.17;112.5;0.12;9.1;5.2;8.0;6.6;FI0009002943;RAIVV:FI
2014;494;-11.4;86;17.4;7;1.4;0.04;-76.5;0.13;8.3;1.1;1.7;1.4;FI0009002943;RAIVV:FI
2015;521;5.5;118;22.7;39;7.5;0.22;450.0;0.14;7.7;6.3;10.4;7.8;FI0009002943;RAIVV:FI
2016;337;-35.4;77;22.9;17;4.9;0.12;-45.5;0.16;14.3;3.7;5.7;4.4;FI0009002943;RAIVV:FI
2017;235;-30.3;76;32.2;26;11.1;-0.11;-191.7;0.17;6.3;-4.2;-6.0;-4.9;FI0009002943;RAIVV:FI
2018;228;-2.7;67;29.5;15;6.7;0.08;172.7;0.17;-;3.5;4.6;4.0;FI0009002943;RAIVV:FI
2019;236;3.5;67;28.4;27;11.6;0.16;100.0;0.12;-29.4;8.1;9.5;9.1;FI0009002943;RAIVV:FI
2020;234;-1.1;65;27.7;29;12.3;0.15;-6.3;0.13;8.3;7.5;8.7;8.5;FI0009002943;RAIVV:FI
2021;246;5.4;61;24.8;24;9.6;0.13;-13.3;0.13;-;6.2;7.6;7.1;FI0009002943;RAIVV:FI
2012;291;4.0;150;51.6;26;8.9;0.26;-27.8;0.23;-;3.1;7.4;3.7;FI0009007355;RAP1V:FI
2013;287;-1.4;152;53.1;26;9.2;0.32;23.1;0.23;-;4.0;9.2;4.6;FI0009007355;RAP1V:FI
2014;273;-4.7;145;53.1;18;6.7;0.24;-25.0;0.24;4.3;3.0;6.8;3.5;FI0009007355;RAP1V:FI
2015;278;1.8;147;52.9;19;6.7;0.17;-29.2;0.20;-16.7;2.1;4.8;2.5;FI0009007355;RAP1V:FI
2016;261;-6.3;132;50.5;6;2.5;-0.08;-147.1;0.15;-25.0;-1.0;-2.2;-1.1;FI0009007355;RAP1V:FI
2017;253;-2.8;136;53.8;9;3.5;0.05;162.5;0.10;-33.3;0.8;1.7;1.0;FI0009007355;RAP1V:FI
2018;262;3.6;141;53.6;14;5.4;0.13;160.0;0.04;-60.0;2.2;4.2;2.6;FI0009007355;RAP1V:FI
2019;275;5.0;144;52.3;12;4.4;0.10;-23.1;0.06;50.0;1.6;2.9;1.8;FI0009007355;RAP1V:FI
2020;261;-5.1;136;52.0;10;3.9;0.04;-60.0;-;-100.0;0.9;1.7;1.1;FI0009007355;RAP1V:FI
2021;294;12.6;160;54.5;32;10.9;0.44;1,000.0;-;-;6.2;12.9;7.8;FI0009007355;RAP1V:FI
2015;54;-;19;34.6;6;11.8;0.18;-;-;-;-;-;-;FI4000391487;RELAIS:FI
2016;59;9.5;20;34.6;7;11.5;0.14;-21.2;-;-;5.1;26.1;5.7;FI4000391487;RELAIS:FI
2017;6;-89.7;-33;-550.3;-48;-802.0;0.27;90.1;-;-;8.8;32.5;10.0;FI4000391487;RELAIS:FI
2018;72;1,098.7;24;33.6;5;7.4;0.34;25.7;-;-;6.7;19.7;7.8;FI4000391487;RELAIS:FI
2019;99;36.6;33;33.4;7;7.5;0.03;-91.1;-;-;0.4;0.9;0.5;FI4000391487;RELAIS:FI
2020;129;30.3;45;34.9;11;8.3;0.40;1,233.3;0.10;-;4.7;10.2;5.3;FI4000391487;RELAIS:FI
2021;238;84.5;101;42.4;15;6.3;0.42;5.0;0.30;200.0;4.0;9.6;4.8;FI4000391487;RELAIS:FI
2015;14;-;12;85.0;1;6.1;0.07;-;-;-;-;-;-;FI4000251897;REMEDY:FI
2016;17;21.2;15;91.2;4;23.7;0.29;334.8;-;-;32.9;49.0;48.2;FI4000251897;REMEDY:FI
2017;17;3.0;14;84.5;2;11.7;0.08;-72.8;-;-;7.8;10.0;9.4;FI4000251897;REMEDY:FI
2018;20;17.3;18;87.3;1;3.0;0.04;-43.6;-;-;1.9;2.4;2.2;FI4000251897;REMEDY:FI
2019;32;57.1;29;93.1;7;20.6;0.41;831.8;-;-;16.3;21.5;18.9;FI4000251897;REMEDY:FI
2020;41;29.8;46;112.4;13;32.2;0.80;94.4;0.11;-;24.5;33.5;29.9;FI4000251897;REMEDY:FI
2021;45;8.9;53;118.8;15;32.9;0.76;-5.1;0.15;36.4;14.5;17.6;16.7;FI4000251897;REMEDY:FI
2013;174;-;137;78.8;36;21.0;0.36;-;-;-;-;-;-;FI4000266804;ROVIO:FI
2014;158;-8.7;121;76.4;10;6.3;0.11;-70.0;-;-;5.8;8.8;8.8;FI4000266804;ROVIO:FI
2015;142;-10.3;105;73.6;-21;-14.8;-0.25;-332.7;-;-;-13.5;-22.8;-19.8;FI4000266804;ROVIO:FI
2016;192;34.9;139;72.4;17;8.8;0.14;156.2;-;-;7.3;13.4;10.5;FI4000266804;ROVIO:FI
2017;297;55.0;215;72.5;31;10.5;0.27;92.9;-;-;12.1;18.1;16.6;FI4000266804;ROVIO:FI
2018;281;-5.4;201;71.6;32;11.2;0.31;14.8;0.09;-;12.5;16.4;16.1;FI4000266804;ROVIO:FI
2019;289;2.8;212;73.2;118;40.8;0.17;-45.2;0.09;-;6.3;8.1;7.7;FI4000266804;ROVIO:FI
2020;272;-5.8;198;72.6;43;15.6;0.43;152.9;0.09;-;15.1;19.3;18.2;FI4000266804;ROVIO:FI
2021;286;5.1;212;74.0;38;13.2;0.41;-4.7;0.12;33.3;12.2;16.6;16.0;FI4000266804;ROVIO:FI
2012;181;-14.2;55;30.2;8;4.4;0.10;-8.3;-;-;4.4;7.9;5.5;FI4000029905;SCANFL:FI
2013;189;4.2;59;31.2;12;6.2;0.14;40.0;0.04;-;6.4;10.6;8.1;FI4000029905;SCANFL:FI
